techs,demand_heatpump_E3B,demand_heatpump_E3C,demand_heatpump_E1A,demand_heatpump_E3B,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,VD_Lem
2020-04-17 19:00:00,4.44,1.23,6.44,10.47,6.90,1.19,5.31,8.08,9.59,9.43,9.43
2020-04-17 20:00:00,3.67,1.01,5.33,8.66,5.70,0.98,4.39,6.68,7.93,7.80,7.80
2020-04-17 21:00:00,3.07,0.85,4.45,7.23,4.76,0.82,3.67,5.58,6.62,6.51,6.51
2020-04-17 22:00:00,3.23,0.89,4.69,7.61,5.02,0.86,3.86,5.87,6.97,6.86,6.86
2020-04-17 23:00:00,3.03,0.84,4.40,7.15,4.71,0.81,3.63,5.52,6.55,6.44,6.44
2020-04-18 00:00:00,3.39,0.94,4.92,8.00,5.27,0.91,4.06,6.17,7.33,7.21,7.21
2020-04-18 01:00:00,3.79,1.05,5.50,8.93,5.89,1.01,4.53,6.89,8.18,8.05,8.05
2020-04-18 02:00:00,4.12,1.14,5.98,9.72,6.40,1.10,4.93,7.50,8.90,8.76,8.76
2020-04-18 03:00:00,4.70,1.30,6.82,11.08,7.30,1.26,5.62,8.55,10.15,9.98,9.98
2020-04-18 04:00:00,4.86,1.34,7.05,11.46,7.55,1.30,5.81,8.84,10.50,10.33,10.33
2020-04-18 05:00:00,4.77,1.32,6.92,11.24,7.41,1.28,5.70,8.67,10.30,10.13,10.13
2020-04-18 06:00:00,4.51,1.24,6.54,10.63,7.00,1.21,5.39,8.20,9.74,9.58,9.58
2020-04-18 07:00:00,4.22,1.16,6.12,9.95,6.55,1.13,5.05,7.67,9.11,8.96,8.96
2020-04-18 08:00:00,3.99,1.10,5.78,9.39,6.19,1.06,4.76,7.25,8.60,8.46,8.46
2020-04-18 09:00:00,3.89,1.07,5.64,9.16,6.03,1.04,4.64,7.06,8.39,8.25,8.25
2020-04-18 10:00:00,3.58,0.99,5.19,8.44,5.56,0.96,4.28,6.51,7.73,7.60,7.60
2020-04-18 11:00:00,3.43,0.95,4.98,8.09,5.33,0.92,4.10,6.24,7.41,7.29,7.29
2020-04-18 12:00:00,3.37,0.93,4.89,7.94,5.23,0.90,4.03,6.13,7.28,7.16,7.16
2020-04-18 13:00:00,3.24,0.89,4.71,7.64,5.04,0.87,3.88,5.90,7.00,6.89,6.89
2020-04-18 14:00:00,3.24,0.89,4.71,7.64,5.04,0.87,3.88,5.90,7.00,6.89,6.89
2020-04-18 15:00:00,3.61,1.00,5.24,8.51,5.61,0.97,4.32,6.57,7.80,7.67,7.67
2020-04-18 16:00:00,4.09,1.13,5.93,9.63,6.34,1.09,4.88,7.43,8.82,8.68,8.68
2020-04-18 17:00:00,4.31,1.19,6.25,10.15,6.69,1.15,5.15,7.83,9.30,9.15,9.15
2020-04-18 18:00:00,4.12,1.14,5.97,9.70,6.39,1.10,4.92,7.48,8.89,8.74,8.74
2020-04-18 19:00:00,3.62,1.00,5.25,8.53,5.62,0.97,4.33,6.58,7.81,7.68,7.68
2020-04-18 20:00:00,2.94,0.81,4.27,6.93,4.57,0.79,3.52,5.35,6.35,6.25,6.25
2020-04-18 21:00:00,2.63,0.73,3.81,6.19,4.08,0.70,3.14,4.78,5.68,5.58,5.58
2020-04-18 22:00:00,2.72,0.75,3.94,6.40,4.22,0.73,3.25,4.94,5.86,5.77,5.77
2020-04-18 23:00:00,2.90,0.80,4.21,6.83,4.50,0.77,3.47,5.27,6.26,6.16,6.16
2020-04-19 00:00:00,4.08,1.12,5.92,9.61,6.33,1.09,4.87,7.41,8.80,8.66,8.66
2020-04-19 01:00:00,4.36,1.20,6.33,10.28,6.77,1.17,5.21,7.93,9.42,9.26,9.26
2020-04-19 02:00:00,4.29,1.18,6.22,10.11,6.66,1.15,5.13,7.80,9.26,9.11,9.11
2020-04-19 03:00:00,5.49,1.51,7.96,12.94,8.52,1.47,6.56,9.98,11.85,11.66,11.66
2020-04-19 04:00:00,6.50,1.79,9.43,15.32,10.09,1.74,7.77,11.82,14.04,13.81,13.81
2020-04-19 05:00:00,6.93,1.91,10.05,16.32,10.75,1.85,8.28,12.59,14.95,14.71,14.71
2020-04-19 06:00:00,6.96,1.92,10.09,16.40,10.80,1.86,8.32,12.65,15.02,14.78,14.78
2020-04-19 07:00:00,6.44,1.78,9.34,15.16,9.99,1.72,7.69,11.70,13.89,13.67,13.67
2020-04-19 08:00:00,5.99,1.65,8.69,14.12,9.30,1.60,7.16,10.89,12.94,12.72,12.72
2020-04-19 09:00:00,5.63,1.55,8.17,13.27,8.75,1.50,6.73,10.24,12.16,11.96,11.96
2020-04-19 10:00:00,5.09,1.40,7.38,11.99,7.90,1.36,6.08,9.25,10.99,10.81,10.81
2020-04-19 11:00:00,4.93,1.36,7.15,11.61,7.65,1.32,5.89,8.96,10.64,10.46,10.46
2020-04-19 12:00:00,4.70,1.30,6.82,11.08,7.30,1.26,5.62,8.55,10.15,9.98,9.98
2020-04-19 13:00:00,4.38,1.21,6.35,10.31,6.80,1.17,5.23,7.96,9.45,9.29,9.29
2020-04-19 14:00:00,4.18,1.15,6.06,9.84,6.48,1.12,4.99,7.59,9.02,8.87,8.87
2020-04-19 15:00:00,4.19,1.15,6.07,9.86,6.50,1.12,5.00,7.61,9.04,8.89,8.89
2020-04-19 16:00:00,4.27,1.18,6.19,10.06,6.63,1.14,5.10,7.76,9.22,9.07,9.07
2020-04-19 17:00:00,4.23,1.17,6.13,9.96,6.56,1.13,5.05,7.68,9.12,8.97,8.97
2020-04-19 18:00:00,3.99,1.10,5.79,9.41,6.20,1.07,4.77,7.26,8.62,8.48,8.48
2020-04-19 19:00:00,3.48,0.96,5.05,8.21,5.41,0.93,4.16,6.33,7.52,7.40,7.40
2020-04-19 20:00:00,2.73,0.75,3.96,6.44,4.24,0.73,3.26,4.96,5.90,5.80,5.80
2020-04-19 21:00:00,2.46,0.68,3.57,5.80,3.82,0.66,2.94,4.48,5.32,5.23,5.23
2020-04-19 22:00:00,2.56,0.71,3.71,6.03,3.97,0.68,3.06,4.65,5.52,5.43,5.43
2020-04-19 23:00:00,2.79,0.77,4.04,6.56,4.32,0.74,3.33,5.06,6.01,5.91,5.91
2020-04-20 00:00:00,3.83,1.06,5.55,9.01,5.94,1.02,4.57,6.95,8.26,8.12,8.12
2020-04-20 01:00:00,4.05,1.12,5.87,9.53,6.28,1.08,4.84,7.36,8.74,8.59,8.59
2020-04-20 02:00:00,4.12,1.14,5.98,9.72,6.40,1.10,4.93,7.50,8.90,8.76,8.76
2020-04-20 03:00:00,5.18,1.43,7.52,12.22,8.05,1.39,6.20,9.43,11.19,11.01,11.01
2020-04-20 04:00:00,6.39,1.76,9.27,15.06,9.92,1.71,7.64,11.62,13.80,13.57,13.57
2020-04-20 05:00:00,6.80,1.88,9.86,16.02,10.56,1.82,8.13,12.36,14.68,14.44,14.44
2020-04-20 06:00:00,6.82,1.88,9.90,16.08,10.59,1.82,8.15,12.40,14.73,14.49,14.49
2020-04-20 07:00:00,6.30,1.74,9.14,14.85,9.79,1.68,7.53,11.46,13.61,13.38,13.38
2020-04-20 08:00:00,5.87,1.62,8.51,13.82,9.11,1.57,7.01,10.67,12.67,12.46,12.46
2020-04-20 09:00:00,5.51,1.52,8.00,12.99,8.56,1.47,6.59,10.02,11.90,11.71,11.71
2020-04-20 10:00:00,4.98,1.37,7.22,11.73,7.73,1.33,5.95,9.05,10.74,10.57,10.57
2020-04-20 11:00:00,4.81,1.33,6.98,11.34,7.47,1.29,5.75,8.75,10.39,10.22,10.22
2020-04-20 12:00:00,4.59,1.27,6.66,10.81,7.12,1.23,5.48,8.34,9.91,9.74,9.74
2020-04-20 13:00:00,4.27,1.18,6.19,10.06,6.63,1.14,5.10,7.76,9.22,9.07,9.07
2020-04-20 14:00:00,4.07,1.12,5.91,9.59,6.32,1.09,4.87,7.40,8.79,8.65,8.65
2020-04-20 15:00:00,4.09,1.13,5.93,9.63,6.34,1.09,4.88,7.43,8.82,8.68,8.68
2020-04-20 16:00:00,4.18,1.15,6.06,9.85,6.49,1.12,5.00,7.60,9.02,8.88,8.88
2020-04-20 17:00:00,4.14,1.14,6.01,9.76,6.43,1.11,4.95,7.53,8.94,8.80,8.80
2020-04-20 18:00:00,3.92,1.08,5.68,9.23,6.08,1.05,4.68,7.12,8.46,8.32,8.32
2020-04-20 19:00:00,3.42,0.94,4.96,8.05,5.31,0.91,4.08,6.21,7.38,7.26,7.26
2020-04-20 20:00:00,2.67,0.74,3.88,6.30,4.15,0.71,3.19,4.86,5.77,5.68,5.68
2020-04-20 21:00:00,2.41,0.67,3.50,5.68,3.74,0.64,2.88,4.38,5.21,5.12,5.12
2020-04-20 22:00:00,2.51,0.69,3.64,5.91,3.90,0.67,3.00,4.56,5.42,5.33,5.33
2020-04-20 23:00:00,2.73,0.75,3.96,6.44,4.24,0.73,3.27,4.97,5.90,5.80,5.80
2020-04-21 00:00:00,3.76,1.04,5.46,8.87,5.84,1.01,4.50,6.84,8.13,7.99,7.99
2020-04-21 01:00:00,3.98,1.10,5.78,9.38,6.18,1.06,4.76,7.24,8.60,8.46,8.46
2020-04-21 02:00:00,4.05,1.12,5.88,9.55,6.29,1.08,4.84,7.37,8.75,8.61,8.61
2020-04-21 03:00:00,5.10,1.41,7.40,12.02,7.92,1.36,6.10,9.27,11.01,10.83,10.83
2020-04-21 04:00:00,6.27,1.73,9.10,14.79,9.74,1.68,7.50,11.41,13.55,13.32,13.32
2020-04-21 05:00:00,6.67,1.84,9.68,15.72,10.36,1.78,7.97,12.13,14.40,14.17,14.17
2020-04-21 06:00:00,6.68,1.84,9.69,15.74,10.37,1.79,7.99,12.15,14.43,14.19,14.19
2020-04-21 07:00:00,6.17,1.70,8.95,14.53,9.58,1.65,7.37,11.21,13.32,13.10,13.10
2020-04-21 08:00:00,5.74,1.58,8.33,13.53,8.91,1.53,6.86,10.43,12.39,12.19,12.19
2020-04-21 09:00:00,5.39,1.49,7.82,12.70,8.37,1.44,6.44,9.80,11.64,11.45,11.45
2020-04-21 10:00:00,4.86,1.34,7.05,11.45,7.55,1.30,5.81,8.84,10.49,10.32,10.32
2020-04-21 11:00:00,4.69,1.29,6.81,11.06,7.29,1.25,5.61,8.53,10.13,9.97,9.97
2020-04-21 12:00:00,4.47,1.23,6.49,10.54,6.95,1.20,5.35,8.13,9.66,9.50,9.50
2020-04-21 13:00:00,4.16,1.15,6.03,9.80,6.46,1.11,4.97,7.56,8.98,8.83,8.83
2020-04-21 14:00:00,3.97,1.09,5.75,9.34,6.16,1.06,4.74,7.21,8.56,8.42,8.42
2020-04-21 15:00:00,3.99,1.10,5.78,9.39,6.19,1.07,4.76,7.25,8.61,8.46,8.46
2020-04-21 16:00:00,4.09,1.13,5.93,9.64,6.35,1.09,4.89,7.43,8.83,8.68,8.68
2020-04-21 17:00:00,4.06,1.12,5.89,9.57,6.31,1.09,4.85,7.38,8.77,8.62,8.62
2020-04-21 18:00:00,3.84,1.06,5.57,9.06,5.97,1.03,4.59,6.99,8.30,8.16,8.16
2020-04-21 19:00:00,3.35,0.92,4.86,7.90,5.21,0.90,4.01,6.10,7.24,7.12,7.12
2020-04-21 20:00:00,2.62,0.72,3.80,6.17,4.06,0.70,3.13,4.76,5.65,5.56,5.56
2020-04-21 21:00:00,2.36,0.65,3.43,5.57,3.67,0.63,2.82,4.29,5.10,5.02,5.02
2020-04-21 22:00:00,2.46,0.68,3.57,5.80,3.82,0.66,2.94,4.47,5.31,5.23,5.23
2020-04-21 23:00:00,2.68,0.74,3.89,6.32,4.16,0.72,3.20,4.87,5.79,5.69,5.69
2020-04-22 00:00:00,3.70,1.02,5.37,8.72,5.75,0.99,4.42,6.73,7.99,7.86,7.86
2020-04-22 01:00:00,3.92,1.08,5.68,9.23,6.08,1.05,4.68,7.12,8.46,8.32,8.32
2020-04-22 02:00:00,3.98,1.10,5.78,9.38,6.18,1.06,4.76,7.24,8.60,8.46,8.46
2020-04-22 03:00:00,5.02,1.38,7.28,11.82,7.79,1.34,5.99,9.12,10.83,10.65,10.65
2020-04-22 04:00:00,6.17,1.70,8.95,14.54,9.58,1.65,7.37,11.22,13.32,13.10,13.10
2020-04-22 05:00:00,6.55,1.81,9.50,15.44,10.17,1.75,7.83,11.91,14.15,13.91,13.91
2020-04-22 06:00:00,6.55,1.81,9.51,15.44,10.18,1.75,7.83,11.91,14.15,13.92,13.92
2020-04-22 07:00:00,6.04,1.67,8.77,14.24,9.38,1.61,7.22,10.98,13.05,12.83,12.83
2020-04-22 08:00:00,5.62,1.55,8.16,13.25,8.73,1.50,6.72,10.22,12.14,11.94,11.94
2020-04-22 09:00:00,5.28,1.46,7.66,12.44,8.20,1.41,6.31,9.60,11.40,11.21,11.21
2020-04-22 10:00:00,4.75,1.31,6.90,11.20,7.38,1.27,5.68,8.64,10.26,10.09,10.09
2020-04-22 11:00:00,4.59,1.26,6.65,10.80,7.12,1.22,5.48,8.33,9.90,9.74,9.74
2020-04-22 12:00:00,4.37,1.21,6.34,10.29,6.78,1.17,5.22,7.94,9.43,9.28,9.28
2020-04-22 13:00:00,4.06,1.12,5.89,9.56,6.30,1.08,4.85,7.38,8.76,8.62,8.62
2020-04-22 14:00:00,3.87,1.07,5.61,9.11,6.00,1.03,4.62,7.03,8.35,8.21,8.21
2020-04-22 15:00:00,3.89,1.07,5.65,9.17,6.04,1.04,4.65,7.08,8.41,8.27,8.27
2020-04-22 16:00:00,4.00,1.10,5.81,9.44,6.22,1.07,4.79,7.28,8.65,8.50,8.50
2020-04-22 17:00:00,3.98,1.10,5.78,9.38,6.18,1.06,4.76,7.24,8.60,8.46,8.46
2020-04-22 18:00:00,3.77,1.04,5.47,8.89,5.85,1.01,4.51,6.85,8.14,8.01,8.01
2020-04-22 19:00:00,3.29,0.91,4.77,7.75,5.11,0.88,3.93,5.98,7.10,6.98,6.98
2020-04-22 20:00:00,2.56,0.71,3.71,6.03,3.98,0.68,3.06,4.66,5.53,5.44,5.44
2020-04-22 21:00:00,2.31,0.64,3.36,5.45,3.59,0.62,2.76,4.20,4.99,4.91,4.91
2020-04-22 22:00:00,2.41,0.67,3.50,5.69,3.75,0.65,2.89,4.39,5.21,5.13,5.13
2020-04-22 23:00:00,2.63,0.73,3.82,6.20,4.08,0.70,3.14,4.78,5.68,5.59,5.59
2020-04-23 00:00:00,3.64,1.01,5.29,8.59,5.66,0.97,4.35,6.62,7.87,7.74,7.74
2020-04-23 01:00:00,3.86,1.06,5.60,9.09,5.99,1.03,4.61,7.01,8.33,8.19,8.19
2020-04-23 02:00:00,3.92,1.08,5.68,9.23,6.08,1.05,4.68,7.12,8.46,8.32,8.32
2020-04-23 03:00:00,4.94,1.36,7.16,11.63,7.67,1.32,5.90,8.98,10.66,10.48,10.48
2020-04-23 04:00:00,6.03,1.66,8.75,14.21,9.36,1.61,7.21,10.96,13.02,12.81,12.81
2020-04-23 05:00:00,6.40,1.77,9.28,15.08,9.93,1.71,7.65,11.63,13.81,13.59,13.59
2020-04-23 06:00:00,6.42,1.77,9.32,15.13,9.97,1.72,7.68,11.67,13.87,13.64,13.64
2020-04-23 07:00:00,5.76,1.59,8.36,13.58,8.95,1.54,6.89,10.47,12.44,12.24,12.24
2020-04-23 08:00:00,5.45,1.50,7.91,12.85,8.47,1.46,6.52,9.92,11.78,11.58,11.58
2020-04-23 09:00:00,5.18,1.43,7.51,12.19,8.03,1.38,6.19,9.41,11.17,10.99,10.99
2020-04-23 10:00:00,4.61,1.27,6.68,10.86,7.15,1.23,5.51,8.38,9.95,9.79,9.79
2020-04-23 11:00:00,4.41,1.22,6.39,10.38,6.84,1.18,5.27,8.01,9.51,9.36,9.36
2020-04-23 12:00:00,4.16,1.15,6.03,9.80,6.46,1.11,4.97,7.56,8.98,8.83,8.83
2020-04-23 13:00:00,3.82,1.05,5.53,8.99,5.92,1.02,4.56,6.94,8.24,8.10,8.10
2020-04-23 14:00:00,3.65,1.01,5.30,8.60,5.67,0.98,4.36,6.64,7.88,7.75,7.75
2020-04-23 15:00:00,3.86,1.07,5.61,9.11,6.00,1.03,4.62,7.02,8.34,8.21,8.21
2020-04-23 16:00:00,4.27,1.18,6.19,10.06,6.63,1.14,5.10,7.76,9.22,9.07,9.07
